type,title,note text,source location,tags,notebooks,study set,last updated,created
highlight,,,https://www.churchofjesuschrist.org/study/liahona/2012/05/sunday-afternoon-session/that-the-lost-may-be-found?lang=eng&id=p22,Family,,Default Set,2018-08-05T18:10:17.643Z,2018-08-05T18:10:05.211Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/teachings-spencer-w-kimball/chapter-6?lang=eng&id=p33,Scriptures; Love; Relationship with God,,Default Set,2018-08-05T16:21:40.621Z,2018-08-05T16:20:52.387Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/teachings-spencer-w-kimball/chapter-6?lang=eng&id=p13,Scriptures,,Default Set,2018-08-05T16:18:50.429Z,2018-08-05T16:18:50.429Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/59?lang=eng&id=p21,Gratitude; Obedience,,Default Set,2018-08-04T14:21:20.857Z,2012-12-13T19:34:59.772Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/47?lang=eng&id=p4,Amalickiah,,Default Set,2018-07-28T21:46:49.074Z,2018-07-28T21:46:49.074Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/47?lang=eng&id=p1,Amalickiah,,Default Set,2018-07-28T21:46:37.634Z,2018-07-28T21:46:37.634Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/47?lang=eng&id=p8,Amalickiah,,Default Set,2018-07-28T21:46:10.442Z,2018-07-28T21:46:10.442Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/46?lang=eng&id=p40,Medicine; Illness,,Default Set,2018-07-28T21:42:30.447Z,2014-12-08T15:31:58.785Z
reference,,<div>The Anti-Nephi-Lehites were so committed to their covenant with God that they would suffer death before breaking it.</div>,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/24?lang=eng&id=p21-p22,Covenants,,Default Set,2018-07-28T21:39:11.368Z,2018-07-28T21:39:11.368Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/46?lang=eng&id=p21,patriotism; Loyalty,,Default Set,2018-07-28T21:28:46.080Z,2018-07-28T21:28:46.080Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/mosiah/26?lang=eng&id=p29-p31,Forgiveness; Repentance,,Default Set,2018-07-28T21:25:13.486Z,2011-12-15T12:50:54.540Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/46?lang=eng&id=p6,Agency; Missionary Work,,Default Set,2018-07-28T21:19:17.572Z,2018-07-28T21:19:17.572Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/45?lang=eng&id=p19,Translated Beings; Alma the Younger,,Default Set,2018-07-28T21:13:43.397Z,2018-07-28T21:13:43.397Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/45?lang=eng&id=p16,America,,Default Set,2018-07-28T21:10:02.833Z,2014-11-29T15:33:53.061Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/43?lang=eng&id=p48-p50,Leadership; Freedom (Liberty),,Default Set,2018-07-28T20:52:09.489Z,2018-07-28T20:52:09.489Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2008/04/concern-for-the-one?lang=eng&id=p33-p35,Sin,,Default Set,2018-07-28T20:44:05.025Z,2018-07-28T15:31:05.928Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2008/04/concern-for-the-one?lang=eng&id=p37-p39,Doubts,,Default Set,2018-07-28T20:43:19.124Z,2018-07-28T15:31:15.825Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2008/04/concern-for-the-one?lang=eng&id=title1-p1,Favourite Talks; Apostasy,,Default Set,2018-07-28T20:39:48.679Z,2018-07-28T20:39:48.679Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/col/3?lang=eng&id=p13,Forgiveness,,Default Set,2018-07-28T20:35:52.140Z,2018-07-28T20:35:52.140Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/88?lang=eng&id=p125,Charity,,Default Set,2018-07-28T20:31:37.279Z,2012-12-23T16:10:42.423Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/col/3?lang=eng&id=p14,Charity,,Default Set,2018-07-28T20:29:58.013Z,2018-07-28T20:29:58.013Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/col/3?lang=eng&id=p8,Language,,Default Set,2018-07-28T20:28:28.361Z,2018-07-28T20:28:28.361Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/col/3?lang=eng&id=p2,Perspective; Worldliness (Materialistic); Pondering; Desires,,Default Set,2018-07-28T20:27:41.086Z,2013-01-08T14:26:19.789Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/1-cor/1?lang=eng&id=p27,Missionary Work,,Default Set,2018-07-28T15:30:21.535Z,2014-07-03T03:23:31.283Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/1-cor/1?lang=eng&id=p25,Doubts,,Default Set,2018-07-28T15:30:07.521Z,2014-07-03T03:23:16.424Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2008/04/concern-for-the-one?lang=eng&id=p13-p15,Diversity,,Default Set,2018-07-28T15:27:20.920Z,2018-07-28T15:27:20.920Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/46?lang=eng&id=p10-p12,Diversity; Gifts of the Spirit,,Default Set,2018-07-28T15:24:19.599Z,2014-05-19T12:28:29.341Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/25?lang=eng&id=p10,Priorities; Worldliness (Materialistic),,Default Set,2018-07-24T06:39:53.513Z,2017-03-12T17:37:23.758Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/25?lang=eng&id=p12,Music,,Default Set,2018-07-24T06:39:16.148Z,2018-07-22T17:40:29.858Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/42?lang=eng&id=p25,Justice; Mercy,,Default Set,2018-07-24T06:38:24.069Z,2013-01-25T14:07:25.250Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/41?lang=eng&id=p3-p8,Desires; Judgment,,Default Set,2018-07-24T06:31:27.637Z,2013-03-05T12:44:02.359Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/131?lang=eng&id=p6,Accountability; Knowledge,,Default Set,2018-07-24T06:29:25.419Z,2012-10-09T15:31:55.268Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/41?lang=eng&id=p14-p15,Consequences; Karma,,Default Set,2018-07-24T06:18:32.678Z,2013-03-05T12:44:59.484Z
reference,,<div>We cannot choose to disobey the Lord's commandments but still expect to receive the Lord's blessings and protection.</div>,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/82?lang=eng&id=p10,Blessings,,Default Set,2018-07-24T06:04:22.428Z,2012-07-02T12:06:49.126Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/40?lang=eng&id=p8,Time,,Default Set,2018-07-24T06:01:51.806Z,2018-07-24T06:01:51.806Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/38?lang=eng&id=p14,Humility; Prayer,,Default Set,2018-07-24T05:48:36.196Z,2014-11-20T15:11:08.147Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/38?lang=eng&id=p12,Love; Discipline,,Default Set,2018-07-24T05:48:11.010Z,2014-11-20T15:10:44.875Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/nt/luke/9?lang=eng&id=p26,Fear of Man,,Default Set,2018-07-24T05:21:38.887Z,2018-07-24T05:21:38.887Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/luke/9?lang=eng&id=p23-p25,Priorities; Worldliness (Materialistic); Sacrifice,,Default Set,2018-07-24T05:20:50.134Z,2012-08-11T23:26:23.770Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/37?lang=eng&id=p8,Scriptures,,Default Set,2018-07-24T05:15:57.584Z,2012-03-25T13:09:04.398Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/happiness?lang=eng&id=p4-p5,Happiness,,Default Set,2018-07-22T18:36:18.625Z,2013-04-15T03:00:59.727Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/physical-and-emotional-health?lang=eng&id=p3-p4,Health,,Default Set,2018-07-22T18:21:24.296Z,2018-07-22T18:21:24.296Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/88?lang=eng&id=p123-p124,Sleep; Health,,Default Set,2018-07-22T17:57:52.965Z,2013-08-10T12:53:19.068Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2016/10/look-to-the-book-look-to-the-lord?lang=eng&id=p24,Scriptures; Book of Mormon,,Default Set,2018-07-22T17:55:58.545Z,2016-10-09T13:26:14.878Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/for-the-strength-of-youth/music-and-dancing?lang=eng&id=p3-p5,Music; Media,,Default Set,2018-07-22T17:50:53.861Z,2018-07-22T17:50:53.861Z
highlight,,,https://www.churchofjesuschrist.org/study/ensign/2009/06/our-refined-heavenly-home?lang=eng&id=p21,Music,,Default Set,2018-07-22T17:47:23.705Z,2018-07-22T17:47:23.705Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2010/10/two-lines-of-communication?lang=eng&id=p22,Religious But Not Spiritual,,Default Set,2018-07-22T16:50:09.857Z,2013-09-19T12:49:15.470Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/36?lang=eng&id=p25-p24,Conversion; Missionary Work,,Default Set,2018-07-21T14:16:13.913Z,2018-07-21T14:16:00.117Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/34?lang=eng&id=p41,Adversity; Patience,,Default Set,2018-07-21T13:49:57.531Z,2018-07-21T13:49:57.531Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/philip/2?lang=eng&id=p10-p11,Jesus Christ,,Default Set,2018-07-21T13:45:19.539Z,2018-07-21T13:44:47.476Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/philip/2?lang=eng&id=p8,Obedience,,Default Set,2018-07-21T13:44:16.540Z,2012-12-30T05:11:19.880Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/philip/2?lang=eng&id=p6-p8,Service,,Default Set,2018-07-21T13:44:05.336Z,2012-12-30T05:11:01.155Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/34?lang=eng&id=p27-p29,Doers Of The Word; Generosity (Giving); Charity; Prayer,,Default Set,2018-07-21T13:40:50.655Z,2012-01-05T15:19:03.905Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/33?lang=eng&id=p21,Healing,,Default Set,2018-07-21T13:24:15.253Z,2014-10-26T11:54:56.542Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2004/10/bringing-peace-and-healing-to-your-soul?lang=eng&id=title1-p1,Talks; Conversion,,Default Set,2018-07-12T15:56:34.846Z,2018-07-12T15:56:34.846Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/26?lang=eng&id=p27,Adversity; Comfort; Favourites; Goals; Missionary Work,,Default Set,2018-07-06T13:42:17.288Z,2012-03-15T14:14:07.701Z
highlight,,<div>Qur'an 5:48</div>,https://www.churchofjesuschrist.org/study/ensign/2018/04/understanding-islam?lang=eng&id=p43,Islam; Tolerance,,Default Set,2018-07-05T14:47:30.925Z,2018-07-05T14:46:06.106Z
highlight,,,https://www.churchofjesuschrist.org/study/ensign/2018/04/understanding-islam?lang=eng&id=p40,Muhammad; Islam,,Default Set,2018-07-05T14:45:32.012Z,2018-07-05T14:45:32.012Z
highlight,,,https://www.churchofjesuschrist.org/study/ensign/2018/04/understanding-islam?lang=eng&id=p35,Shari'a; Islam,,Default Set,2018-07-05T14:44:31.263Z,2018-07-05T14:44:31.263Z
highlight,,,https://www.churchofjesuschrist.org/study/ensign/2018/04/understanding-islam?lang=eng&id=p33-p32,Islam; Jihad,,Default Set,2018-07-05T14:43:10.114Z,2018-07-05T14:43:10.114Z
highlight,,,https://www.churchofjesuschrist.org/study/ensign/2018/04/understanding-islam?lang=eng&id=p39,Islam,,Default Set,2018-07-05T14:42:29.028Z,2018-07-05T14:42:29.028Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2013/10/come-join-with-us?lang=eng&id=title7-p37,Questions; Doubts,,Default Set,2018-07-05T14:35:00.034Z,2018-07-05T14:35:00.034Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2005/10/called-and-chosen?lang=eng&id=p15-p16,Doubts; Church Leadership,,Default Set,2018-07-05T14:34:04.431Z,2017-10-01T00:32:36.845Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/1989/04/the-beauty-and-importance-of-the-sacrament?lang=eng&id=p19-p16,Sacrament,,Default Set,2018-07-01T14:18:13.774Z,2015-08-05T14:56:08.075Z
highlight,,"<div>They blame the Nephites for something they had nothing to do with, all because of anger. In fact, they somehow seem to have blamed their own actions on the Nephites, wanting revenge on them! <br />
 <br />
The thirst for vengeance cannot be satisfied; only by abandoning vengeance can one be free of its grasp.</div>",https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/25?lang=eng&id=p1,Anger; Accountability,,Default Set,2018-07-01T12:53:32.145Z,2014-08-14T12:22:18.901Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/24?lang=eng&id=p30,Accountability; Apostasy,,Default Set,2018-07-01T12:51:09.743Z,2012-03-14T11:43:14.284Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/22?lang=eng&id=p23,Conversion,,Default Set,2018-06-29T14:32:29.051Z,2016-07-20T15:22:11.272Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/22?lang=eng&id=p9-p10,Missionary Work,,Default Set,2018-06-27T12:51:22.816Z,2018-06-27T12:51:22.816Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/19?lang=eng&id=p36,No Respector of Persons,,Default Set,2018-06-27T12:15:56.614Z,2018-06-27T12:15:56.614Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2006/10/the-atonement-can-clean-reclaim-and-sanctify-our-lives?lang=eng&id=p19-p22,"Atonement; Guilt (Shame, Worldly Sorrow); Repentance",,Default Set,2018-06-24T15:43:48.095Z,2018-06-24T15:43:47.941Z
highlight,,<div>Check the talk for this to get the quote that follows it.</div>,https://www.churchofjesuschrist.org/study/general-conference/1971/10/confession-and-forsaking-elements-of-genuine-repentance?lang=eng&id=p4-p6,Confession; Repentance,,Default Set,2018-06-24T15:32:10.436Z,2014-12-30T14:07:39.183Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/58?lang=eng&id=p42-p43,Forgiveness; Repentance; Sin,,Default Set,2018-06-24T15:30:23.313Z,2011-10-30T17:43:26.504Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/10?lang=eng&id=p5,Pray Always; Temptation; Prayer,,Default Set,2018-06-24T15:20:22.661Z,2012-06-05T04:47:42.851Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/35?lang=eng&id=p24,Obedience; Overcoming; Temptation; Covenants,,Default Set,2018-06-24T15:18:35.075Z,2012-07-01T21:05:53.012Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/2-ne/4?lang=eng&id=p12,Lehi,,Default Set,2018-06-23T14:32:31.931Z,2018-06-23T14:32:31.931Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/19?lang=eng&id=p14,Missionary Work,,Default Set,2018-06-23T14:29:11.465Z,2018-06-23T14:29:11.465Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/mosiah/15?lang=eng&id=p5-p9,Justice; Resurrection; Atonement; Will; Jesus Christ; Mercy,,Default Set,2018-06-12T16:29:35.815Z,2014-03-19T20:44:27.680Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2013/04/this-is-my-work-and-glory?lang=eng&id=p11,Priesthood; Womanhood,,Default Set,2018-06-10T15:47:24.912Z,2018-06-10T15:47:05.544Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/18?lang=eng&id=p24-p28,Missionary Work; Communication,,Default Set,2018-06-09T13:18:24.101Z,2018-06-09T13:18:11.511Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/16?lang=eng&id=p14,No Respector of Persons; Missionary Work,,Default Set,2018-06-09T12:54:28.622Z,2014-03-28T12:20:06.034Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/13?lang=eng&id=p4,Agency; No Respector of Persons,,Default Set,2018-06-08T22:53:44.316Z,2010-12-12T14:48:15.301Z
reference,,,https://www.churchofjesuschrist.org/study/general-conference/2006/10/sunday-will-come?lang=eng&id=p25-p27,Grief; Death; Mourning,,Default Set,2018-06-03T13:33:18.636Z,2017-07-02T21:34:17.034Z
reference,,,https://www.churchofjesuschrist.org/study/general-conference/1992/04/doors-of-death?lang=eng&id=p7,Mourning,,Default Set,2018-06-03T13:31:37.821Z,2017-04-23T16:35:30.700Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/61?lang=eng&id=p3,Comfort; Mourning,,Default Set,2018-06-03T13:27:52.099Z,2018-06-03T13:27:52.099Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/12?lang=eng&id=p30,Prayer,,Default Set,2018-06-03T12:57:19.350Z,2010-12-12T14:40:05.124Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/11?lang=eng&id=p1-p4,Appearances,,Default Set,2018-05-28T12:23:57.031Z,2012-10-04T10:23:26.350Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/john/7?lang=eng&id=p24,Appearances,,Default Set,2018-05-28T12:22:47.607Z,2018-05-28T12:22:47.607Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/9?lang=eng&id=p26-p28,Consequences,,Default Set,2018-05-28T12:18:36.756Z,2012-01-31T15:00:10.735Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/107?lang=eng&id=p100-p99,Duty,,Default Set,2018-05-27T20:28:27.338Z,2012-12-23T16:11:19.857Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/jacob/1?lang=eng&id=p19,Callings; Duty; Accountability; Missionary Work,,Default Set,2018-05-27T20:28:22.633Z,2016-03-28T21:36:47.139Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/take-the-holy-spirit-as-your-guide?lang=eng&id=p19,Repentance,,Default Set,2018-05-27T18:08:49.705Z,2018-05-27T18:08:25.248Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/take-the-holy-spirit-as-your-guide?lang=eng&id=title1-p1,Talks; Prayer,,Default Set,2018-05-27T18:05:26.403Z,2018-05-27T18:05:26.403Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bd/prayer?lang=eng&id=p7,Children of God; Prayer,,Default Set,2018-05-27T17:58:39.693Z,2018-05-27T17:58:24.388Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/pgp/moses/6?lang=eng&id=p49,Satan,,Default Set,2018-05-25T12:36:41.647Z,2015-03-08T05:39:07.169Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/9?lang=eng&id=p17,Lamanites,,Default Set,2018-05-25T12:20:48.825Z,2018-05-25T12:20:48.825Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/pgp/a-of-f/1?lang=eng&id=p11,Religious Freedom,,Default Set,2018-05-24T12:07:20.873Z,2018-05-24T12:07:20.873Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/100?lang=eng&id=p17,No Respector of Persons,,Default Set,2018-05-23T18:28:44.212Z,2018-05-23T18:27:48.243Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/100?lang=eng&id=p11,Gifts of the Spirit,,Default Set,2018-05-23T18:28:32.092Z,2018-05-23T18:28:32.092Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/30?lang=eng&id=p11,Fear; Fear of Man; Missionary Work,,Default Set,2018-05-23T18:24:12.259Z,2018-05-23T18:24:07.755Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/90?lang=eng&id=p15,Learning; Reading,,Default Set,2018-05-22T01:22:49.373Z,2018-05-22T01:22:49.373Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/deut/6?lang=eng&id=p14,Worldliness (Materialistic),,Default Set,2018-05-20T19:09:44.719Z,2018-05-20T19:09:44.719Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/59?lang=eng&id=p2,Sin; Prayer,,Default Set,2018-05-20T18:06:43.669Z,2013-05-16T12:34:16.294Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/61?lang=eng&id=p1,Freedom (Liberty); Jesus Christ,,Default Set,2018-05-20T18:05:17.747Z,2018-05-20T18:04:23.475Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2004/04/the-dawning-of-a-brighter-day?lang=eng&id=title1,Optimism,,Default Set,2018-05-08T14:08:32.325Z,2018-05-08T14:08:32.325Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2004/04/do-not-fear?lang=eng&id=p41-p43,Parenting,,Default Set,2018-05-08T14:08:13.434Z,2018-05-08T14:08:13.434Z
highlight,,<div>First wisdom from the Old Testament used in family night.</div>,https://www.churchofjesuschrist.org/study/scriptures/ot/judg/1?lang=eng&id=p4,Wisdom from the Old Testament,,Default Set,2018-05-08T01:07:13.985Z,2018-05-08T01:06:27.610Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/num/35?lang=eng&id=p31,Death Penalty; Punishment; Parenting; Consequences; Revenge; Murder,,Default Set,2018-05-08T01:05:01.367Z,2018-05-08T01:05:01.367Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/old-testament-student-manual-kings-malachi/enrichment-b?lang=eng&id=p18,Prophets,,Default Set,2018-05-06T17:47:51.908Z,2018-05-06T17:47:44.099Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/revelation-for-the-church-revelation-for-our-lives?lang=eng&id=p34,Revelation,,Default Set,2018-04-29T05:47:42.518Z,2018-04-08T12:09:16.217Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/39?lang=eng&id=study_intro1,James Covel ,,Default Set,2018-04-22T20:11:00.695Z,2018-04-22T20:11:00.695Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/40?lang=eng&id=p1-p2,Fear of Man; James Covel ,,Default Set,2018-04-22T20:10:24.006Z,2016-04-10T13:41:09.377Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/dc-testament/dc/39?lang=eng&id=p7-p12,James Covel ,,Default Set,2018-04-22T20:09:54.248Z,2018-04-22T20:09:42.963Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/nt/luke/8?lang=eng&id=p14,Adversity; Worldliness (Materialistic),,Default Set,2018-04-22T20:07:24.469Z,2017-07-30T17:57:29.467Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/mark/6?lang=eng&id=p13,Priesthood Blessing; Anointing ,,Default Set,2018-04-15T20:19:06.582Z,2018-04-15T20:18:50.485Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/family-guidebook/priesthood-ordinances-and-blessings?lang=eng&id=title1,Priesthood ; Ordinances,,Default Set,2018-04-15T20:16:44.327Z,2018-04-15T20:16:14.094Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/68?lang=eng&id=p5,Orphans; Children of God,,Default Set,2018-04-10T18:33:39.391Z,2018-04-10T18:33:39.391Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/am-i-a-child-of-god?lang=eng&id=p10-p15,Healing; Stories; Children of God,,Default Set,2018-04-08T19:37:46.133Z,2018-04-08T19:37:36.359Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/his-spirit-to-be-with-you?lang=eng&id=p50,Obedience,,Default Set,2018-04-08T12:02:35.719Z,2018-04-08T12:02:35.719Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/he-that-shall-endure-unto-the-end-the-same-shall-be-saved?lang=eng&id=p13,Apostasy,,Default Set,2018-04-08T11:38:38.251Z,2018-04-08T11:38:08.672Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ruth/1?lang=eng&id=p16-p17,Love; Commitment; Loyalty,,Default Set,2018-04-08T11:37:11.307Z,2012-12-15T04:44:36.983Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/pure-love-the-true-sign-of-every-true-disciple-of-jesus-christ?lang=eng&id=p28,Love,,Default Set,2018-04-08T11:30:32.265Z,2018-04-08T11:30:32.265Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/pure-love-the-true-sign-of-every-true-disciple-of-jesus-christ?lang=eng&id=p14-p15,Forgiveness,,Default Set,2018-04-08T11:25:22.439Z,2018-04-08T11:25:22.439Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/take-the-holy-spirit-as-your-guide?lang=eng&id=p22,Problem-Solving; Revelation,,Default Set,2018-04-06T13:57:45.806Z,2018-04-06T13:57:26.444Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2018/04/take-the-holy-spirit-as-your-guide?lang=eng&id=p20,Problem-Solving; Prayer,,Default Set,2018-04-06T13:57:03.377Z,2018-04-06T13:56:42.098Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/hymns/praise-to-the-lord-the-almighty?lang=eng&id=title1,Worship,,Default Set,2018-04-01T00:00:16.735Z,2018-04-01T00:00:17.498Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/5?lang=eng&id=p37-p38,"Jesus Christ, Shepherd ",,Default Set,2018-03-22T14:45:40.898Z,2018-03-17T15:59:33.705Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/5?lang=eng&id=p57,Example; Loneliness,,Default Set,2018-03-22T14:44:28.471Z,2018-03-22T14:44:28.471Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/5?lang=eng&id=p53,Costly Apparel,,Default Set,2018-03-22T14:43:25.669Z,2018-03-22T14:43:25.669Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/21?lang=eng&id=p4,Nehor,,Default Set,2018-03-01T16:49:27.261Z,2014-07-30T11:50:28.684Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/1988/04/to-help-a-loved-one-in-need?lang=eng&id=title1,Wayward Children,,Default Set,2018-02-18T21:52:26.670Z,2018-02-18T21:52:29.716Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/mosiah/29?lang=eng&id=p34-p33,Leadership,,Default Set,2018-02-17T12:55:42.158Z,2018-02-17T12:55:30.561Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/mosiah/29?lang=eng&id=p32,Freedom (Liberty); Equality,,Default Set,2018-02-17T12:55:06.753Z,2018-02-17T12:55:06.753Z
